Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.06,0.0,0.0,0.08,0.292,0.192,0.0,0.0,0.164,0.11,0.38,0.012,0.002,0.202,0.038,0.292,0.096,0.022,0.226,0.018,0.162,0.27,0.06
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.074,0.0,0.0,0.06,0.314,0.172,0.0,0.0,0.116,0.118,0.428,0.022,0.0,0.16,0.038,0.306,0.11,0.0,0.188,0.016,0.17,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.052,0.0,0.0,0.076,0.284,0.206,0.0,0.0,0.128,0.098,0.442,0.012,0.0,0.172,0.038,0.376,0.106,0.0,0.19,0.018,0.208,0.302,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.054,0.0,0.0,0.064,0.288,0.174,0.0,0.0,0.138,0.09,0.392,0.02,0.0,0.214,0.018,0.336,0.114,0.0,0.234,0.002,0.152,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.734,0.056,0.0,0.0,0.064,0.298,0.148,0.0,0.0,0.122,0.074,0.416,0.036,0.0,0.188,0.024,0.372,0.13,0.0,0.194,0.006,0.152,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.046,0.0,0.0,0.072,0.256,0.22,0.0,0.0,0.108,0.1,0.458,0.016,0.0,0.14,0.028,0.348,0.114,0.0,0.15,0.012,0.188,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.044,0.0,0.0,0.068,0.278,0.172,0.0,0.0,0.136,0.102,0.41,0.012,0.0,0.174,0.036,0.29,0.098,0.002,0.188,0.016,0.146,0.358,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.726,0.048,0.0,0.0,0.06,0.314,0.15,0.0,0.0,0.13,0.086,0.408,0.012,0.0,0.166,0.022,0.392,0.098,0.0,0.184,0.006,0.154,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.618,0.062,0.0,0.0,0.098,0.274,0.23,0.0,0.0,0.156,0.09,0.432,0.018,0.0,0.178,0.04,0.346,0.12,0.0,0.188,0.016,0.184,0.35,0.002
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.05,0.0,0.0,0.058,0.292,0.208,0.0,0.0,0.098,0.104,0.442,0.012,0.0,0.128,0.036,0.348,0.122,0.0,0.138,0.012,0.172,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.054,0.0,0.0,0.07,0.226,0.182,0.0,0.0,0.156,0.062,0.446,0.014,0.0,0.206,0.018,0.362,0.126,0.0,0.23,0.006,0.156,0.338,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.654,0.066,0.0,0.0,0.058,0.282,0.248,0.0,0.0,0.104,0.096,0.49,0.012,0.0,0.138,0.03,0.44,0.128,0.0,0.148,0.01,0.246,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.064,0.0,0.0,0.068,0.324,0.234,0.0,0.0,0.108,0.134,0.354,0.01,0.006,0.138,0.056,0.286,0.096,0.042,0.16,0.024,0.126,0.258,0.114
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.054,0.0,0.0,0.076,0.248,0.19,0.0,0.0,0.14,0.06,0.414,0.02,0.0,0.18,0.022,0.302,0.134,0.0,0.186,0.004,0.108,0.442,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.742,0.06,0.0,0.0,0.062,0.314,0.158,0.0,0.0,0.128,0.108,0.426,0.016,0.0,0.196,0.052,0.368,0.102,0.0,0.218,0.028,0.16,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.7,0.046,0.0,0.0,0.07,0.308,0.148,0.0,0.0,0.152,0.09,0.332,0.012,0.014,0.186,0.024,0.25,0.132,0.05,0.206,0.006,0.08,0.318,0.11
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.052,0.0,0.0,0.072,0.288,0.176,0.0,0.0,0.15,0.11,0.39,0.02,0.0,0.18,0.05,0.32,0.092,0.0,0.194,0.018,0.138,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.062,0.0,0.0,0.072,0.302,0.202,0.0,0.0,0.118,0.124,0.378,0.018,0.008,0.142,0.05,0.28,0.114,0.034,0.156,0.022,0.154,0.264,0.108
0.05,0.852,0.0,0.0,0.0,0.054,0.656,0.052,0.0,0.0,0.07,0.308,0.194,0.0,0.0,0.12,0.15,0.376,0.026,0.006,0.148,0.062,0.266,0.142,0.016,0.166,0.02,0.154,0.358,0.026
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.066,0.0,0.0,0.066,0.256,0.212,0.0,0.0,0.094,0.106,0.386,0.016,0.008,0.104,0.046,0.214,0.13,0.034,0.104,0.022,0.074,0.346,0.076
0.05,0.852,0.0,0.0,0.0,0.054,0.66,0.042,0.0,0.0,0.082,0.264,0.172,0.0,0.0,0.166,0.098,0.358,0.016,0.002,0.232,0.026,0.216,0.12,0.04,0.246,0.006,0.092,0.328,0.086
0.05,0.852,0.0,0.0,0.0,0.056,0.652,0.028,0.0,0.0,0.082,0.304,0.164,0.0,0.0,0.14,0.102,0.326,0.024,0.0,0.188,0.038,0.218,0.128,0.008,0.204,0.018,0.086,0.372,0.016
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.044,0.0,0.0,0.07,0.32,0.22,0.0,0.0,0.116,0.116,0.372,0.012,0.0,0.14,0.042,0.31,0.122,0.002,0.154,0.02,0.158,0.348,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.7,0.052,0.0,0.0,0.062,0.308,0.186,0.0,0.0,0.114,0.1,0.4,0.034,0.0,0.162,0.022,0.39,0.14,0.0,0.164,0.004,0.2,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.066,0.0,0.0,0.072,0.244,0.192,0.0,0.0,0.152,0.074,0.426,0.022,0.004,0.19,0.026,0.284,0.154,0.018,0.212,0.012,0.118,0.394,0.05
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.048,0.0,0.0,0.07,0.222,0.188,0.0,0.0,0.118,0.068,0.41,0.014,0.004,0.15,0.024,0.254,0.132,0.018,0.16,0.002,0.082,0.33,0.066
0.05,0.852,0.0,0.0,0.0,0.05,0.632,0.044,0.0,0.0,0.082,0.292,0.206,0.0,0.0,0.138,0.1,0.356,0.006,0.002,0.168,0.042,0.248,0.094,0.022,0.178,0.014,0.13,0.292,0.092
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.056,0.0,0.0,0.072,0.264,0.212,0.0,0.0,0.116,0.088,0.418,0.026,0.0,0.154,0.026,0.262,0.128,0.0,0.162,0.016,0.12,0.418,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.058,0.0,0.0,0.062,0.344,0.236,0.0,0.0,0.118,0.124,0.356,0.026,0.004,0.154,0.052,0.342,0.182,0.016,0.164,0.016,0.21,0.346,0.034
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.05,0.0,0.0,0.076,0.24,0.2,0.0,0.0,0.134,0.072,0.414,0.018,0.002,0.166,0.026,0.254,0.142,0.012,0.18,0.01,0.102,0.394,0.036
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.046,0.0,0.0,0.072,0.282,0.236,0.0,0.0,0.126,0.12,0.4,0.014,0.006,0.14,0.044,0.278,0.11,0.04,0.154,0.02,0.158,0.282,0.104
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.062,0.0,0.0,0.074,0.276,0.206,0.0,0.0,0.148,0.11,0.434,0.022,0.0,0.2,0.042,0.348,0.128,0.0,0.224,0.014,0.236,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.752,0.066,0.0,0.0,0.054,0.326,0.142,0.0,0.0,0.126,0.086,0.372,0.018,0.0,0.188,0.024,0.39,0.124,0.0,0.21,0.006,0.18,0.334,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.63,0.06,0.0,0.0,0.076,0.244,0.244,0.0,0.0,0.136,0.092,0.44,0.016,0.0,0.172,0.03,0.328,0.118,0.024,0.182,0.014,0.14,0.34,0.046
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.052,0.0,0.0,0.072,0.28,0.226,0.0,0.0,0.118,0.096,0.404,0.034,0.006,0.148,0.028,0.238,0.16,0.024,0.16,0.01,0.12,0.404,0.082
0.05,0.852,0.0,0.0,0.0,0.052,0.596,0.06,0.0,0.0,0.09,0.23,0.25,0.0,0.002,0.19,0.082,0.414,0.026,0.012,0.21,0.02,0.27,0.132,0.04,0.228,0.008,0.13,0.348,0.086
0.05,0.852,0.0,0.0,0.0,0.05,0.728,0.06,0.0,0.0,0.056,0.344,0.164,0.0,0.0,0.1,0.114,0.398,0.03,0.0,0.146,0.04,0.384,0.132,0.002,0.17,0.008,0.206,0.344,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.054,0.0,0.0,0.07,0.31,0.206,0.0,0.0,0.124,0.136,0.412,0.016,0.0,0.146,0.056,0.344,0.14,0.0,0.156,0.022,0.19,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.048,0.0,0.0,0.072,0.262,0.218,0.0,0.0,0.116,0.08,0.462,0.022,0.0,0.152,0.018,0.38,0.118,0.0,0.174,0.006,0.188,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.07,0.0,0.0,0.07,0.208,0.192,0.0,0.0,0.128,0.046,0.424,0.024,0.008,0.178,0.014,0.274,0.144,0.058,0.192,0.008,0.096,0.346,0.13
0.05,0.852,0.0,0.0,0.0,0.05,0.712,0.058,0.0,0.0,0.066,0.338,0.186,0.0,0.0,0.12,0.09,0.408,0.02,0.0,0.17,0.03,0.392,0.106,0.0,0.182,0.004,0.212,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.054,0.0,0.0,0.076,0.298,0.16,0.0,0.0,0.14,0.108,0.406,0.028,0.0,0.178,0.054,0.302,0.148,0.0,0.19,0.016,0.138,0.4,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.064,0.0,0.0,0.066,0.29,0.204,0.0,0.0,0.126,0.094,0.422,0.03,0.0,0.162,0.04,0.318,0.18,0.0,0.168,0.016,0.136,0.45,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.05,0.0,0.0,0.092,0.276,0.202,0.0,0.0,0.176,0.106,0.352,0.026,0.006,0.234,0.036,0.248,0.138,0.032,0.242,0.012,0.126,0.316,0.08
0.05,0.852,0.0,0.0,0.0,0.05,0.62,0.058,0.0,0.0,0.092,0.336,0.24,0.0,0.0,0.14,0.122,0.36,0.024,0.01,0.168,0.054,0.32,0.112,0.048,0.19,0.022,0.176,0.276,0.094
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.056,0.0,0.0,0.064,0.296,0.198,0.0,0.0,0.122,0.09,0.406,0.022,0.0,0.17,0.032,0.362,0.126,0.0,0.184,0.018,0.16,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.064,0.0,0.0,0.054,0.268,0.18,0.0,0.0,0.1,0.064,0.36,0.044,0.016,0.128,0.016,0.25,0.16,0.044,0.132,0.004,0.088,0.388,0.106
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.06,0.0,0.0,0.072,0.304,0.202,0.0,0.0,0.13,0.126,0.418,0.026,0.0,0.17,0.042,0.352,0.132,0.0,0.178,0.022,0.184,0.378,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.068,0.0,0.0,0.068,0.286,0.174,0.0,0.0,0.118,0.082,0.4,0.026,0.006,0.164,0.022,0.352,0.118,0.032,0.182,0.006,0.168,0.294,0.088
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.062,0.0,0.0,0.068,0.292,0.176,0.0,0.0,0.136,0.066,0.384,0.014,0.008,0.178,0.022,0.292,0.106,0.042,0.194,0.008,0.136,0.3,0.108
0.05,0.852,0.0,0.0,0.0,0.05,0.63,0.058,0.0,0.0,0.084,0.258,0.216,0.0,0.0,0.17,0.082,0.416,0.018,0.002,0.192,0.028,0.342,0.098,0.036,0.204,0.008,0.178,0.25,0.116
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.046,0.0,0.0,0.068,0.298,0.218,0.0,0.0,0.126,0.11,0.408,0.006,0.0,0.15,0.042,0.326,0.096,0.004,0.156,0.02,0.174,0.316,0.008
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.064,0.0,0.0,0.078,0.302,0.188,0.0,0.0,0.148,0.088,0.356,0.028,0.002,0.172,0.034,0.278,0.164,0.018,0.188,0.016,0.14,0.376,0.062
0.05,0.852,0.0,0.0,0.0,0.05,0.624,0.052,0.0,0.0,0.078,0.252,0.234,0.0,0.0,0.152,0.1,0.4,0.016,0.0,0.196,0.036,0.33,0.134,0.0,0.206,0.012,0.148,0.364,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.714,0.054,0.0,0.0,0.058,0.296,0.192,0.0,0.0,0.12,0.088,0.422,0.014,0.002,0.164,0.016,0.372,0.098,0.02,0.176,0.004,0.23,0.29,0.042
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.064,0.0,0.0,0.054,0.226,0.172,0.0,0.0,0.118,0.062,0.458,0.034,0.002,0.172,0.02,0.302,0.144,0.022,0.178,0.002,0.094,0.378,0.068
0.05,0.852,0.0,0.0,0.0,0.052,0.608,0.058,0.0,0.0,0.078,0.228,0.208,0.0,0.0,0.152,0.072,0.354,0.02,0.004,0.192,0.02,0.168,0.136,0.04,0.198,0.006,0.068,0.35,0.112
0.05,0.852,0.0,0.0,0.0,0.052,0.63,0.046,0.0,0.0,0.078,0.248,0.218,0.0,0.0,0.13,0.088,0.418,0.022,0.002,0.156,0.032,0.254,0.142,0.002,0.168,0.006,0.128,0.396,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.06,0.0,0.0,0.078,0.27,0.244,0.0,0.0,0.136,0.092,0.382,0.022,0.008,0.158,0.038,0.306,0.146,0.032,0.162,0.016,0.16,0.342,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.702,0.046,0.0,0.0,0.076,0.27,0.172,0.0,0.0,0.136,0.1,0.414,0.016,0.0,0.19,0.034,0.3,0.1,0.0,0.22,0.012,0.12,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.056,0.0,0.0,0.062,0.294,0.196,0.0,0.0,0.12,0.094,0.448,0.01,0.0,0.164,0.034,0.442,0.09,0.0,0.178,0.008,0.25,0.3,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.636,0.048,0.0,0.0,0.074,0.284,0.214,0.0,0.0,0.134,0.124,0.396,0.02,0.0,0.166,0.04,0.308,0.126,0.0,0.18,0.016,0.172,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.052,0.0,0.0,0.074,0.242,0.21,0.0,0.0,0.156,0.062,0.424,0.008,0.0,0.19,0.016,0.294,0.116,0.0,0.204,0.006,0.108,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.07,0.0,0.0,0.074,0.264,0.214,0.0,0.0,0.114,0.088,0.436,0.018,0.004,0.136,0.018,0.31,0.122,0.024,0.144,0.004,0.136,0.378,0.05
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.062,0.0,0.0,0.062,0.288,0.208,0.0,0.0,0.126,0.088,0.398,0.026,0.0,0.17,0.03,0.346,0.176,0.0,0.176,0.014,0.166,0.426,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.686,0.048,0.0,0.0,0.076,0.278,0.178,0.0,0.0,0.122,0.114,0.356,0.022,0.008,0.156,0.052,0.222,0.096,0.05,0.17,0.014,0.1,0.29,0.114
0.05,0.852,0.0,0.0,0.0,0.05,0.712,0.062,0.0,0.0,0.056,0.322,0.178,0.0,0.0,0.104,0.116,0.396,0.024,0.0,0.144,0.016,0.356,0.144,0.0,0.16,0.004,0.214,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.638,0.052,0.0,0.0,0.09,0.302,0.246,0.0,0.0,0.144,0.126,0.396,0.018,0.004,0.176,0.046,0.346,0.13,0.018,0.186,0.016,0.212,0.33,0.04
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.066,0.0,0.0,0.06,0.276,0.228,0.0,0.0,0.08,0.11,0.432,0.016,0.004,0.092,0.038,0.272,0.106,0.04,0.1,0.018,0.13,0.328,0.12
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.06,0.0,0.0,0.072,0.238,0.196,0.0,0.0,0.138,0.068,0.382,0.018,0.016,0.178,0.022,0.236,0.142,0.066,0.19,0.006,0.102,0.3,0.172
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.05,0.0,0.0,0.072,0.274,0.224,0.0,0.0,0.13,0.082,0.382,0.018,0.014,0.166,0.03,0.282,0.114,0.048,0.18,0.01,0.124,0.298,0.128
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.048,0.0,0.0,0.072,0.294,0.196,0.0,0.0,0.146,0.122,0.406,0.024,0.0,0.176,0.036,0.324,0.16,0.0,0.194,0.016,0.176,0.406,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.66,0.066,0.0,0.0,0.074,0.338,0.202,0.0,0.0,0.124,0.12,0.4,0.026,0.0,0.164,0.048,0.394,0.116,0.0,0.182,0.024,0.212,0.302,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.066,0.0,0.0,0.062,0.29,0.164,0.0,0.0,0.13,0.078,0.43,0.018,0.0,0.176,0.018,0.378,0.124,0.0,0.19,0.006,0.158,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.062,0.0,0.0,0.076,0.288,0.2,0.0,0.0,0.158,0.108,0.416,0.02,0.0,0.19,0.034,0.35,0.14,0.0,0.21,0.016,0.216,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.046,0.0,0.0,0.064,0.266,0.184,0.0,0.0,0.132,0.098,0.422,0.02,0.0,0.184,0.022,0.382,0.12,0.004,0.202,0.004,0.244,0.336,0.006
0.05,0.852,0.0,0.0,0.0,0.054,0.634,0.046,0.0,0.0,0.078,0.244,0.204,0.0,0.0,0.14,0.07,0.406,0.006,0.0,0.184,0.014,0.268,0.134,0.0,0.19,0.012,0.112,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.65,0.058,0.0,0.0,0.078,0.306,0.226,0.0,0.0,0.124,0.124,0.38,0.018,0.006,0.16,0.052,0.31,0.126,0.014,0.17,0.028,0.178,0.35,0.028
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.058,0.0,0.0,0.064,0.262,0.224,0.0,0.0,0.128,0.108,0.406,0.016,0.0,0.174,0.04,0.252,0.128,0.024,0.182,0.014,0.138,0.366,0.046
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.058,0.0,0.0,0.07,0.31,0.228,0.0,0.0,0.128,0.124,0.418,0.018,0.0,0.162,0.054,0.354,0.126,0.0,0.174,0.022,0.198,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.056,0.0,0.0,0.07,0.266,0.202,0.0,0.0,0.124,0.07,0.38,0.018,0.006,0.158,0.032,0.266,0.118,0.054,0.162,0.012,0.094,0.322,0.14
0.05,0.852,0.0,0.0,0.0,0.056,0.616,0.062,0.0,0.0,0.084,0.27,0.276,0.0,0.0,0.118,0.106,0.432,0.022,0.004,0.132,0.036,0.366,0.134,0.032,0.138,0.02,0.216,0.302,0.082
0.05,0.852,0.0,0.0,0.0,0.054,0.66,0.056,0.0,0.0,0.076,0.222,0.224,0.0,0.0,0.116,0.084,0.498,0.02,0.002,0.14,0.026,0.348,0.126,0.02,0.144,0.012,0.176,0.312,0.086
0.05,0.852,0.0,0.0,0.0,0.05,0.628,0.058,0.0,0.0,0.062,0.204,0.232,0.0,0.0,0.134,0.048,0.418,0.02,0.002,0.152,0.012,0.274,0.13,0.018,0.162,0.004,0.092,0.386,0.07
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.056,0.0,0.0,0.078,0.268,0.202,0.0,0.0,0.154,0.096,0.418,0.008,0.0,0.186,0.028,0.37,0.104,0.0,0.202,0.008,0.234,0.3,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.048,0.0,0.0,0.076,0.294,0.226,0.0,0.0,0.142,0.104,0.368,0.014,0.0,0.17,0.03,0.298,0.132,0.0,0.182,0.014,0.17,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.058,0.682,0.064,0.0,0.0,0.084,0.312,0.202,0.0,0.0,0.144,0.112,0.434,0.02,0.0,0.18,0.04,0.394,0.088,0.0,0.194,0.016,0.23,0.298,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.656,0.046,0.0,0.0,0.09,0.284,0.224,0.0,0.0,0.142,0.116,0.43,0.016,0.0,0.164,0.05,0.324,0.122,0.002,0.178,0.016,0.174,0.376,0.002
0.05,0.852,0.0,0.0,0.0,0.054,0.622,0.054,0.0,0.0,0.07,0.264,0.246,0.0,0.0,0.132,0.104,0.406,0.018,0.002,0.152,0.028,0.284,0.14,0.02,0.162,0.006,0.146,0.33,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.048,0.0,0.0,0.062,0.278,0.236,0.0,0.0,0.11,0.096,0.404,0.012,0.002,0.126,0.028,0.288,0.112,0.004,0.126,0.01,0.134,0.37,0.01
0.05,0.852,0.0,0.0,0.0,0.054,0.642,0.06,0.0,0.0,0.072,0.258,0.228,0.0,0.0,0.122,0.106,0.414,0.03,0.0,0.158,0.04,0.362,0.176,0.0,0.168,0.01,0.196,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.636,0.042,0.0,0.0,0.088,0.278,0.198,0.0,0.0,0.166,0.114,0.356,0.024,0.002,0.218,0.036,0.25,0.134,0.01,0.23,0.018,0.124,0.37,0.02
0.05,0.852,0.0,0.0,0.0,0.054,0.65,0.06,0.0,0.0,0.094,0.284,0.216,0.0,0.0,0.152,0.11,0.404,0.032,0.0,0.198,0.052,0.304,0.166,0.0,0.216,0.026,0.166,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.648,0.06,0.0,0.0,0.076,0.264,0.26,0.0,0.0,0.132,0.104,0.43,0.018,0.0,0.16,0.032,0.37,0.128,0.0,0.17,0.018,0.226,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.054,0.0,0.0,0.07,0.252,0.21,0.0,0.0,0.15,0.108,0.402,0.018,0.0,0.182,0.04,0.262,0.13,0.018,0.202,0.012,0.144,0.33,0.072
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.05,0.0,0.0,0.086,0.284,0.202,0.0,0.0,0.166,0.09,0.386,0.02,0.0,0.228,0.034,0.336,0.13,0.0,0.242,0.008,0.174,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.062,0.0,0.0,0.066,0.28,0.196,0.0,0.0,0.114,0.086,0.476,0.022,0.0,0.142,0.022,0.448,0.124,0.002,0.15,0.008,0.226,0.344,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.742,0.058,0.0,0.0,0.056,0.298,0.16,0.0,0.0,0.092,0.086,0.422,0.008,0.0,0.134,0.03,0.414,0.126,0.0,0.14,0.016,0.15,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.06,0.0,0.0,0.074,0.308,0.212,0.0,0.0,0.12,0.128,0.4,0.014,0.0,0.154,0.042,0.358,0.1,0.0,0.182,0.026,0.2,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.056,0.0,0.0,0.076,0.332,0.254,0.0,0.0,0.114,0.124,0.436,0.022,0.0,0.142,0.036,0.416,0.14,0.0,0.152,0.02,0.292,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.062,0.0,0.0,0.08,0.272,0.206,0.0,0.0,0.164,0.114,0.376,0.02,0.004,0.208,0.044,0.272,0.162,0.008,0.22,0.014,0.146,0.362,0.024
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.054,0.0,0.0,0.068,0.258,0.172,0.0,0.0,0.122,0.1,0.39,0.014,0.004,0.148,0.042,0.252,0.114,0.026,0.154,0.02,0.098,0.336,0.064
0.05,0.852,0.0,0.0,0.0,0.054,0.686,0.05,0.0,0.0,0.084,0.316,0.17,0.0,0.0,0.142,0.114,0.342,0.018,0.0,0.192,0.048,0.302,0.132,0.0,0.214,0.014,0.138,0.354,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.63,0.058,0.0,0.0,0.07,0.278,0.23,0.0,0.0,0.124,0.106,0.426,0.012,0.0,0.168,0.032,0.328,0.134,0.0,0.19,0.012,0.174,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.036,0.0,0.0,0.08,0.302,0.22,0.0,0.0,0.14,0.114,0.33,0.018,0.004,0.178,0.05,0.264,0.142,0.032,0.18,0.024,0.134,0.34,0.056
0.05,0.852,0.0,0.0,0.0,0.05,0.738,0.066,0.0,0.0,0.058,0.298,0.166,0.0,0.0,0.1,0.09,0.42,0.028,0.004,0.138,0.034,0.274,0.14,0.016,0.144,0.008,0.13,0.406,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.06,0.0,0.0,0.072,0.322,0.18,0.0,0.0,0.12,0.126,0.324,0.02,0.006,0.154,0.052,0.23,0.112,0.026,0.178,0.02,0.104,0.32,0.056
0.05,0.852,0.0,0.0,0.0,0.054,0.662,0.056,0.0,0.0,0.074,0.3,0.222,0.0,0.0,0.112,0.13,0.39,0.032,0.006,0.136,0.04,0.28,0.16,0.024,0.146,0.008,0.168,0.404,0.05
0.05,0.852,0.0,0.0,0.0,0.05,0.624,0.056,0.0,0.0,0.078,0.218,0.232,0.0,0.0,0.154,0.056,0.44,0.022,0.01,0.194,0.026,0.278,0.13,0.034,0.196,0.012,0.092,0.368,0.088
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.054,0.0,0.0,0.062,0.35,0.196,0.0,0.0,0.114,0.11,0.404,0.016,0.0,0.14,0.046,0.4,0.088,0.0,0.152,0.026,0.222,0.288,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.056,0.0,0.0,0.08,0.252,0.202,0.0,0.0,0.136,0.088,0.368,0.016,0.002,0.176,0.038,0.24,0.122,0.03,0.19,0.008,0.114,0.312,0.082
0.05,0.852,0.0,0.0,0.0,0.052,0.662,0.048,0.0,0.0,0.078,0.222,0.19,0.0,0.0,0.16,0.076,0.424,0.016,0.0,0.202,0.026,0.258,0.124,0.006,0.216,0.004,0.11,0.384,0.01
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.05,0.0,0.0,0.082,0.314,0.226,0.0,0.0,0.144,0.11,0.374,0.018,0.0,0.182,0.052,0.324,0.134,0.0,0.19,0.026,0.18,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.664,0.032,0.0,0.0,0.086,0.238,0.198,0.0,0.0,0.17,0.082,0.424,0.014,0.0,0.21,0.022,0.292,0.098,0.0,0.232,0.008,0.112,0.346,0.0
