Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.054,0.0,0.0,0.06,0.294,0.194,0.0,0.0,0.102,0.09,0.446,0.014,0.002,0.136,0.022,0.35,0.11,0.014,0.148,0.01,0.178,0.34,0.018
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.058,0.0,0.0,0.066,0.32,0.156,0.0,0.0,0.128,0.09,0.352,0.018,0.002,0.162,0.032,0.244,0.132,0.006,0.19,0.016,0.096,0.4,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.624,0.05,0.0,0.0,0.084,0.248,0.224,0.0,0.0,0.152,0.094,0.396,0.028,0.002,0.18,0.036,0.28,0.16,0.014,0.198,0.018,0.126,0.396,0.026
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.06,0.0,0.0,0.082,0.286,0.2,0.0,0.0,0.124,0.098,0.378,0.02,0.012,0.158,0.032,0.272,0.144,0.04,0.168,0.01,0.142,0.36,0.078
0.05,0.852,0.0,0.0,0.0,0.056,0.658,0.054,0.0,0.0,0.088,0.264,0.208,0.0,0.0,0.168,0.074,0.422,0.012,0.0,0.226,0.02,0.33,0.118,0.0,0.242,0.004,0.178,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.062,0.0,0.0,0.064,0.248,0.226,0.0,0.0,0.114,0.098,0.384,0.028,0.002,0.144,0.036,0.23,0.18,0.046,0.154,0.008,0.112,0.392,0.088
0.05,0.852,0.0,0.0,0.0,0.052,0.718,0.05,0.0,0.0,0.06,0.356,0.152,0.0,0.0,0.106,0.124,0.416,0.026,0.0,0.14,0.05,0.396,0.102,0.0,0.154,0.02,0.196,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.062,0.0,0.0,0.06,0.274,0.252,0.0,0.0,0.108,0.1,0.418,0.01,0.0,0.124,0.04,0.31,0.118,0.014,0.132,0.014,0.158,0.316,0.05
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.048,0.0,0.0,0.07,0.272,0.228,0.0,0.0,0.108,0.094,0.428,0.016,0.0,0.136,0.028,0.342,0.14,0.004,0.144,0.012,0.21,0.364,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.06,0.0,0.0,0.06,0.272,0.206,0.0,0.0,0.124,0.084,0.45,0.014,0.0,0.164,0.018,0.39,0.118,0.0,0.172,0.0,0.186,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.062,0.0,0.0,0.066,0.288,0.186,0.0,0.0,0.142,0.088,0.42,0.018,0.0,0.18,0.026,0.344,0.142,0.0,0.192,0.01,0.182,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.052,0.0,0.0,0.066,0.282,0.204,0.0,0.0,0.132,0.11,0.412,0.012,0.0,0.16,0.046,0.306,0.13,0.0,0.166,0.014,0.178,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.054,0.0,0.0,0.064,0.288,0.194,0.0,0.0,0.126,0.114,0.386,0.022,0.0,0.188,0.052,0.28,0.136,0.0,0.206,0.03,0.12,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.06,0.0,0.0,0.07,0.314,0.202,0.0,0.0,0.114,0.126,0.47,0.014,0.0,0.158,0.046,0.38,0.106,0.0,0.178,0.016,0.222,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.656,0.056,0.0,0.0,0.08,0.282,0.186,0.002,0.0,0.154,0.126,0.406,0.026,0.006,0.21,0.064,0.348,0.128,0.008,0.222,0.034,0.21,0.334,0.018
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.062,0.0,0.0,0.06,0.29,0.168,0.0,0.0,0.112,0.112,0.318,0.026,0.006,0.148,0.03,0.176,0.136,0.044,0.16,0.014,0.09,0.362,0.104
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.06,0.0,0.0,0.066,0.26,0.178,0.0,0.0,0.136,0.098,0.418,0.028,0.002,0.17,0.028,0.294,0.154,0.006,0.186,0.004,0.142,0.424,0.028
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.064,0.0,0.0,0.064,0.292,0.212,0.0,0.0,0.114,0.118,0.42,0.024,0.006,0.146,0.058,0.314,0.138,0.016,0.154,0.024,0.144,0.348,0.052
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.044,0.0,0.0,0.078,0.306,0.212,0.0,0.0,0.128,0.134,0.398,0.014,0.0,0.174,0.056,0.336,0.138,0.0,0.194,0.024,0.158,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.626,0.052,0.0,0.0,0.076,0.28,0.252,0.0,0.0,0.128,0.108,0.386,0.024,0.006,0.15,0.038,0.3,0.168,0.032,0.164,0.014,0.202,0.336,0.072
0.05,0.852,0.0,0.0,0.0,0.05,0.636,0.06,0.0,0.0,0.08,0.23,0.224,0.0,0.0,0.14,0.086,0.428,0.016,0.002,0.174,0.028,0.28,0.136,0.012,0.188,0.01,0.148,0.354,0.022
0.05,0.852,0.0,0.0,0.0,0.054,0.718,0.054,0.0,0.0,0.06,0.328,0.172,0.0,0.0,0.126,0.118,0.414,0.024,0.0,0.17,0.054,0.372,0.126,0.0,0.192,0.016,0.196,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.724,0.062,0.0,0.0,0.056,0.318,0.194,0.0,0.0,0.1,0.116,0.42,0.02,0.0,0.116,0.026,0.354,0.12,0.002,0.122,0.008,0.18,0.344,0.038
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.05,0.0,0.0,0.072,0.276,0.214,0.0,0.0,0.142,0.102,0.436,0.008,0.0,0.178,0.03,0.356,0.092,0.0,0.192,0.01,0.17,0.286,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.058,0.0,0.0,0.07,0.254,0.184,0.0,0.0,0.126,0.076,0.444,0.028,0.0,0.148,0.028,0.388,0.144,0.0,0.158,0.01,0.17,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.06,0.0,0.0,0.062,0.296,0.194,0.0,0.0,0.12,0.11,0.42,0.014,0.0,0.15,0.05,0.368,0.126,0.0,0.164,0.018,0.196,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.622,0.052,0.0,0.0,0.074,0.274,0.186,0.0,0.0,0.134,0.088,0.294,0.02,0.002,0.19,0.028,0.16,0.146,0.042,0.208,0.006,0.058,0.346,0.084
0.05,0.852,0.0,0.0,0.0,0.05,0.726,0.056,0.0,0.0,0.064,0.294,0.182,0.0,0.0,0.11,0.132,0.442,0.026,0.0,0.148,0.06,0.406,0.142,0.0,0.17,0.024,0.198,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.056,0.0,0.0,0.064,0.264,0.208,0.0,0.0,0.134,0.1,0.444,0.02,0.0,0.176,0.032,0.28,0.16,0.004,0.188,0.016,0.142,0.41,0.006
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.062,0.0,0.0,0.064,0.256,0.206,0.0,0.0,0.1,0.088,0.494,0.022,0.0,0.124,0.032,0.364,0.13,0.01,0.134,0.014,0.15,0.412,0.016
0.05,0.852,0.0,0.0,0.0,0.052,0.706,0.062,0.0,0.0,0.066,0.326,0.188,0.002,0.0,0.12,0.13,0.426,0.016,0.0,0.16,0.054,0.394,0.11,0.0,0.182,0.02,0.216,0.318,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.054,0.0,0.0,0.076,0.278,0.188,0.0,0.0,0.16,0.098,0.392,0.016,0.0,0.232,0.03,0.322,0.122,0.0,0.262,0.012,0.182,0.32,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.056,0.0,0.0,0.07,0.288,0.24,0.0,0.0,0.096,0.104,0.42,0.026,0.006,0.122,0.042,0.314,0.138,0.054,0.134,0.018,0.158,0.332,0.122
0.05,0.852,0.0,0.0,0.0,0.05,0.73,0.056,0.0,0.0,0.072,0.336,0.188,0.0,0.0,0.1,0.096,0.438,0.014,0.0,0.134,0.028,0.426,0.11,0.0,0.152,0.016,0.234,0.326,0.014
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.048,0.0,0.0,0.072,0.24,0.206,0.0,0.0,0.136,0.094,0.416,0.016,0.0,0.182,0.04,0.312,0.096,0.01,0.192,0.012,0.156,0.26,0.062
0.05,0.852,0.0,0.0,0.0,0.054,0.678,0.052,0.0,0.0,0.074,0.294,0.186,0.0,0.0,0.106,0.106,0.41,0.024,0.0,0.142,0.042,0.334,0.118,0.002,0.156,0.024,0.15,0.35,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.068,0.0,0.0,0.07,0.306,0.18,0.0,0.0,0.118,0.118,0.436,0.016,0.0,0.146,0.062,0.386,0.104,0.0,0.162,0.03,0.174,0.3,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.632,0.044,0.0,0.0,0.08,0.242,0.216,0.0,0.0,0.124,0.094,0.416,0.008,0.0,0.168,0.042,0.266,0.14,0.006,0.176,0.018,0.13,0.37,0.022
0.05,0.852,0.0,0.0,0.0,0.052,0.656,0.048,0.0,0.0,0.068,0.276,0.198,0.0,0.0,0.144,0.076,0.432,0.028,0.0,0.198,0.036,0.352,0.13,0.0,0.21,0.012,0.16,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.668,0.05,0.0,0.0,0.088,0.316,0.198,0.0,0.0,0.152,0.118,0.366,0.032,0.0,0.2,0.056,0.316,0.154,0.0,0.22,0.034,0.176,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.678,0.046,0.0,0.0,0.068,0.294,0.21,0.0,0.0,0.106,0.112,0.414,0.022,0.002,0.14,0.054,0.328,0.116,0.016,0.146,0.034,0.166,0.308,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.062,0.0,0.0,0.08,0.234,0.188,0.0,0.0,0.14,0.1,0.468,0.022,0.0,0.168,0.034,0.37,0.086,0.0,0.18,0.004,0.162,0.318,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.068,0.0,0.0,0.068,0.258,0.23,0.0,0.0,0.124,0.09,0.426,0.014,0.012,0.14,0.026,0.292,0.112,0.06,0.166,0.01,0.144,0.294,0.144
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.04,0.0,0.0,0.078,0.292,0.2,0.0,0.0,0.156,0.1,0.412,0.016,0.0,0.19,0.038,0.406,0.11,0.0,0.204,0.01,0.2,0.286,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.046,0.0,0.0,0.066,0.256,0.246,0.0,0.0,0.126,0.09,0.454,0.024,0.0,0.154,0.03,0.368,0.152,0.0,0.172,0.018,0.192,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.63,0.072,0.0,0.0,0.08,0.246,0.226,0.0,0.0,0.17,0.094,0.422,0.016,0.004,0.202,0.03,0.316,0.122,0.018,0.22,0.004,0.172,0.32,0.048
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.058,0.0,0.0,0.066,0.262,0.204,0.0,0.0,0.13,0.068,0.422,0.014,0.0,0.152,0.016,0.374,0.094,0.022,0.158,0.006,0.182,0.266,0.046
0.05,0.852,0.0,0.0,0.0,0.054,0.69,0.054,0.0,0.0,0.068,0.322,0.194,0.0,0.0,0.092,0.116,0.34,0.02,0.008,0.108,0.038,0.242,0.126,0.048,0.124,0.014,0.086,0.338,0.11
0.05,0.852,0.0,0.0,0.0,0.052,0.724,0.058,0.0,0.0,0.064,0.322,0.174,0.0,0.0,0.14,0.106,0.43,0.022,0.0,0.192,0.036,0.438,0.094,0.0,0.212,0.012,0.254,0.294,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.062,0.0,0.0,0.056,0.286,0.228,0.0,0.0,0.078,0.1,0.424,0.016,0.004,0.096,0.034,0.306,0.14,0.02,0.102,0.01,0.104,0.354,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.636,0.056,0.0,0.0,0.07,0.262,0.218,0.0,0.0,0.122,0.088,0.442,0.02,0.0,0.154,0.036,0.322,0.128,0.0,0.164,0.004,0.18,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.064,0.0,0.0,0.072,0.292,0.17,0.0,0.0,0.156,0.082,0.404,0.02,0.0,0.208,0.028,0.332,0.112,0.026,0.23,0.02,0.178,0.31,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.052,0.0,0.0,0.072,0.338,0.186,0.0,0.0,0.114,0.14,0.336,0.03,0.002,0.14,0.054,0.232,0.126,0.024,0.146,0.018,0.132,0.314,0.096
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.054,0.0,0.0,0.08,0.278,0.192,0.0,0.0,0.128,0.084,0.42,0.034,0.0,0.162,0.03,0.354,0.164,0.004,0.18,0.012,0.164,0.4,0.008
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.052,0.0,0.0,0.08,0.28,0.21,0.0,0.0,0.144,0.126,0.39,0.026,0.0,0.202,0.05,0.328,0.136,0.0,0.21,0.016,0.168,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.058,0.0,0.0,0.072,0.282,0.236,0.0,0.0,0.104,0.102,0.436,0.008,0.0,0.12,0.038,0.35,0.122,0.002,0.124,0.014,0.168,0.394,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.07,0.0,0.0,0.06,0.286,0.256,0.0,0.0,0.088,0.102,0.436,0.034,0.004,0.104,0.042,0.306,0.162,0.028,0.118,0.014,0.142,0.38,0.09
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.054,0.0,0.0,0.08,0.274,0.232,0.0,0.0,0.13,0.098,0.478,0.018,0.0,0.158,0.03,0.402,0.112,0.0,0.166,0.012,0.234,0.312,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.628,0.058,0.0,0.0,0.076,0.286,0.202,0.0,0.0,0.152,0.104,0.324,0.022,0.01,0.188,0.042,0.22,0.164,0.054,0.204,0.016,0.12,0.322,0.13
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.046,0.0,0.0,0.078,0.26,0.186,0.0,0.0,0.164,0.1,0.412,0.01,0.0,0.22,0.034,0.31,0.108,0.0,0.246,0.02,0.144,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.642,0.058,0.0,0.0,0.074,0.268,0.23,0.0,0.0,0.13,0.088,0.462,0.02,0.0,0.164,0.026,0.408,0.132,0.0,0.18,0.01,0.256,0.334,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.722,0.064,0.0,0.0,0.058,0.264,0.162,0.0,0.0,0.126,0.068,0.426,0.026,0.006,0.186,0.012,0.298,0.106,0.028,0.194,0.0,0.144,0.348,0.08
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.052,0.0,0.0,0.07,0.294,0.204,0.0,0.0,0.116,0.138,0.406,0.018,0.0,0.14,0.056,0.308,0.116,0.002,0.15,0.026,0.174,0.344,0.006
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.042,0.0,0.0,0.092,0.328,0.21,0.0,0.0,0.138,0.138,0.406,0.024,0.0,0.172,0.05,0.344,0.146,0.0,0.188,0.018,0.182,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.06,0.0,0.0,0.072,0.252,0.202,0.0,0.0,0.158,0.092,0.442,0.04,0.0,0.204,0.026,0.378,0.15,0.0,0.22,0.008,0.23,0.354,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.068,0.0,0.0,0.062,0.27,0.236,0.0,0.0,0.084,0.086,0.42,0.022,0.016,0.092,0.034,0.278,0.138,0.07,0.096,0.012,0.116,0.338,0.166
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.046,0.0,0.0,0.076,0.234,0.184,0.0,0.0,0.14,0.072,0.434,0.022,0.0,0.174,0.024,0.32,0.124,0.0,0.194,0.002,0.124,0.388,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.056,0.0,0.0,0.072,0.316,0.178,0.0,0.0,0.116,0.12,0.43,0.012,0.0,0.14,0.062,0.368,0.098,0.0,0.15,0.024,0.158,0.33,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.06,0.0,0.0,0.088,0.264,0.214,0.0,0.0,0.176,0.076,0.424,0.022,0.0,0.234,0.03,0.31,0.13,0.0,0.256,0.01,0.148,0.354,0.016
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.048,0.0,0.0,0.066,0.336,0.198,0.0,0.0,0.142,0.114,0.366,0.01,0.0,0.17,0.054,0.306,0.118,0.0,0.186,0.018,0.152,0.33,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.062,0.0,0.0,0.07,0.272,0.216,0.0,0.0,0.164,0.132,0.414,0.016,0.0,0.204,0.036,0.322,0.134,0.0,0.23,0.012,0.198,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.688,0.058,0.0,0.0,0.056,0.27,0.19,0.0,0.0,0.07,0.064,0.372,0.012,0.0,0.112,0.026,0.238,0.12,0.032,0.114,0.008,0.072,0.358,0.096
0.05,0.852,0.0,0.0,0.0,0.05,0.738,0.068,0.0,0.0,0.052,0.344,0.18,0.0,0.0,0.086,0.104,0.438,0.02,0.0,0.116,0.03,0.412,0.114,0.0,0.134,0.01,0.172,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.05,0.0,0.0,0.076,0.316,0.168,0.0,0.0,0.142,0.096,0.364,0.028,0.002,0.192,0.028,0.288,0.144,0.008,0.214,0.012,0.124,0.376,0.016
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.06,0.0,0.0,0.06,0.302,0.178,0.0,0.0,0.104,0.104,0.328,0.022,0.004,0.122,0.03,0.232,0.12,0.032,0.126,0.016,0.092,0.354,0.08
0.05,0.852,0.0,0.0,0.0,0.052,0.62,0.046,0.0,0.0,0.072,0.23,0.25,0.0,0.0,0.128,0.044,0.376,0.01,0.002,0.152,0.018,0.244,0.118,0.042,0.162,0.004,0.076,0.328,0.112
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.058,0.0,0.0,0.078,0.24,0.192,0.0,0.0,0.122,0.07,0.426,0.008,0.0,0.144,0.028,0.312,0.112,0.0,0.156,0.008,0.138,0.348,0.002
0.05,0.852,0.0,0.0,0.0,0.052,0.66,0.054,0.0,0.0,0.074,0.274,0.19,0.0,0.0,0.12,0.108,0.354,0.03,0.02,0.136,0.036,0.212,0.138,0.064,0.144,0.008,0.094,0.326,0.17
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.054,0.0,0.0,0.07,0.326,0.204,0.0,0.0,0.114,0.154,0.408,0.02,0.0,0.146,0.058,0.312,0.138,0.0,0.158,0.02,0.188,0.376,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.056,0.0,0.0,0.062,0.238,0.138,0.0,0.0,0.132,0.062,0.404,0.02,0.006,0.17,0.018,0.2,0.126,0.034,0.188,0.002,0.044,0.374,0.116
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.048,0.0,0.0,0.07,0.266,0.194,0.0,0.0,0.148,0.09,0.386,0.016,0.0,0.178,0.038,0.32,0.132,0.0,0.19,0.012,0.138,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.056,0.0,0.0,0.074,0.308,0.246,0.0,0.0,0.13,0.116,0.352,0.012,0.002,0.168,0.044,0.308,0.112,0.038,0.19,0.022,0.174,0.274,0.092
0.05,0.852,0.0,0.0,0.0,0.05,0.634,0.06,0.0,0.0,0.09,0.306,0.226,0.0,0.0,0.142,0.128,0.426,0.018,0.0,0.192,0.038,0.352,0.126,0.0,0.222,0.008,0.238,0.322,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.056,0.0,0.0,0.076,0.298,0.196,0.0,0.0,0.154,0.118,0.42,0.018,0.0,0.188,0.046,0.406,0.118,0.0,0.2,0.022,0.264,0.296,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.644,0.048,0.0,0.0,0.076,0.284,0.232,0.0,0.0,0.114,0.096,0.454,0.018,0.0,0.154,0.04,0.41,0.134,0.0,0.17,0.016,0.238,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.644,0.06,0.0,0.0,0.062,0.27,0.236,0.0,0.0,0.122,0.1,0.418,0.026,0.0,0.16,0.03,0.344,0.146,0.0,0.18,0.014,0.194,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.048,0.0,0.0,0.082,0.26,0.184,0.0,0.0,0.128,0.11,0.376,0.008,0.004,0.176,0.032,0.228,0.092,0.012,0.192,0.01,0.112,0.318,0.056
0.05,0.852,0.0,0.0,0.0,0.054,0.696,0.068,0.0,0.0,0.058,0.264,0.212,0.0,0.0,0.12,0.094,0.45,0.018,0.0,0.166,0.018,0.326,0.15,0.0,0.178,0.008,0.154,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.7,0.054,0.0,0.0,0.07,0.296,0.166,0.0,0.0,0.144,0.104,0.432,0.026,0.0,0.186,0.034,0.388,0.102,0.0,0.204,0.01,0.18,0.33,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.07,0.0,0.0,0.064,0.286,0.196,0.0,0.0,0.126,0.088,0.398,0.042,0.0,0.178,0.028,0.316,0.17,0.0,0.192,0.006,0.142,0.42,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.636,0.056,0.0,0.0,0.072,0.262,0.198,0.0,0.0,0.158,0.074,0.35,0.028,0.008,0.194,0.026,0.224,0.138,0.034,0.218,0.012,0.072,0.348,0.09
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.05,0.0,0.0,0.088,0.272,0.206,0.0,0.0,0.136,0.086,0.384,0.012,0.002,0.176,0.038,0.24,0.138,0.012,0.19,0.018,0.09,0.386,0.034
0.05,0.852,0.0,0.0,0.0,0.052,0.634,0.064,0.0,0.0,0.07,0.278,0.236,0.0,0.0,0.122,0.108,0.432,0.012,0.0,0.136,0.042,0.358,0.13,0.0,0.148,0.024,0.196,0.324,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.06,0.0,0.0,0.06,0.288,0.174,0.0,0.0,0.126,0.096,0.418,0.028,0.002,0.182,0.018,0.318,0.136,0.002,0.196,0.006,0.194,0.372,0.02
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.058,0.0,0.0,0.078,0.294,0.188,0.0,0.0,0.184,0.102,0.356,0.034,0.0,0.23,0.038,0.302,0.146,0.0,0.26,0.012,0.136,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.616,0.058,0.0,0.0,0.082,0.276,0.234,0.0,0.0,0.13,0.104,0.426,0.022,0.0,0.17,0.044,0.338,0.142,0.004,0.184,0.022,0.202,0.378,0.008
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.046,0.0,0.0,0.074,0.316,0.156,0.0,0.0,0.108,0.122,0.366,0.024,0.002,0.146,0.05,0.238,0.122,0.012,0.16,0.026,0.104,0.366,0.048
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.056,0.0,0.0,0.06,0.318,0.166,0.0,0.0,0.108,0.112,0.382,0.024,0.0,0.142,0.048,0.3,0.142,0.002,0.16,0.016,0.132,0.374,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.05,0.0,0.0,0.084,0.276,0.196,0.0,0.0,0.164,0.098,0.42,0.032,0.0,0.204,0.034,0.298,0.126,0.0,0.218,0.014,0.168,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.724,0.064,0.0,0.0,0.072,0.31,0.18,0.0,0.0,0.118,0.11,0.396,0.03,0.0,0.15,0.042,0.38,0.15,0.006,0.164,0.01,0.208,0.348,0.01
0.05,0.852,0.0,0.0,0.0,0.052,0.71,0.062,0.0,0.0,0.056,0.224,0.168,0.0,0.0,0.112,0.074,0.432,0.026,0.008,0.134,0.028,0.21,0.142,0.036,0.14,0.0,0.06,0.392,0.102
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.054,0.0,0.0,0.072,0.3,0.196,0.0,0.0,0.114,0.128,0.332,0.018,0.002,0.15,0.048,0.228,0.126,0.018,0.168,0.022,0.104,0.306,0.062
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.058,0.0,0.0,0.068,0.36,0.202,0.0,0.0,0.106,0.144,0.382,0.022,0.0,0.14,0.048,0.372,0.148,0.0,0.162,0.02,0.25,0.334,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.064,0.0,0.0,0.064,0.326,0.194,0.0,0.0,0.118,0.134,0.372,0.016,0.0,0.152,0.044,0.266,0.112,0.018,0.178,0.018,0.156,0.32,0.066
0.05,0.852,0.0,0.0,0.0,0.052,0.666,0.054,0.0,0.0,0.066,0.25,0.232,0.0,0.0,0.112,0.062,0.428,0.004,0.0,0.154,0.014,0.326,0.12,0.01,0.164,0.004,0.13,0.35,0.03
0.05,0.852,0.0,0.0,0.0,0.05,0.644,0.048,0.0,0.0,0.08,0.258,0.232,0.0,0.0,0.142,0.084,0.416,0.008,0.0,0.19,0.026,0.286,0.092,0.0,0.21,0.006,0.122,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.056,0.0,0.0,0.08,0.26,0.246,0.0,0.0,0.14,0.094,0.472,0.014,0.0,0.174,0.038,0.362,0.154,0.0,0.188,0.004,0.184,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.062,0.0,0.0,0.064,0.26,0.242,0.0,0.0,0.094,0.094,0.434,0.018,0.012,0.114,0.034,0.316,0.134,0.064,0.122,0.012,0.148,0.33,0.146
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.054,0.0,0.0,0.076,0.276,0.158,0.0,0.0,0.148,0.062,0.382,0.016,0.0,0.186,0.008,0.316,0.114,0.0,0.198,0.004,0.092,0.36,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.05,0.0,0.0,0.064,0.28,0.192,0.0,0.0,0.108,0.1,0.412,0.006,0.0,0.14,0.032,0.322,0.118,0.0,0.152,0.01,0.142,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.644,0.054,0.0,0.0,0.068,0.302,0.214,0.0,0.0,0.12,0.1,0.388,0.006,0.0,0.144,0.048,0.336,0.12,0.002,0.154,0.024,0.174,0.34,0.026
0.05,0.852,0.0,0.0,0.0,0.052,0.68,0.044,0.0,0.0,0.078,0.338,0.198,0.002,0.0,0.13,0.15,0.392,0.03,0.0,0.182,0.058,0.334,0.14,0.0,0.196,0.02,0.216,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.048,0.0,0.0,0.078,0.216,0.198,0.0,0.0,0.144,0.06,0.374,0.01,0.008,0.182,0.014,0.208,0.11,0.04,0.188,0.008,0.046,0.312,0.12
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.066,0.0,0.0,0.064,0.258,0.208,0.0,0.0,0.148,0.09,0.472,0.03,0.0,0.192,0.036,0.392,0.146,0.0,0.196,0.022,0.204,0.372,0.0
